Outlet_Id,Retail_Outlet,Zone,Town,Distributor,Route,Channel,Category,DSE,STL,Transaction_Date,Status
10504,Gurung  Kirana pasal,Kathmandu,Chabahil,General Distributors,Maijubahal E,Small A Traditional,Beauty,Jeevan Shahi,Khim Sharma,2017-02-20 19:50:57,Active
10571,Praktee  Store,Kathmandu,Chabahil,General Distributors,Maijubahal E,Small A Traditional,Beauty,Jeevan Shahi,Khim Sharma,2017-04-17 17:08:37,Active
10570,Somako Pasal,Kathmandu,Chabahil,General Distributors,Maijubahal E,Small A Traditional,Beauty,Jeevan Shahi,Khim Sharma,2017-04-17 17:11:43,Active
10537,Raj Store,Kathmandu,Chabahil,General Distributors,Maijubahal E,Small A Traditional,Beauty,Jeevan Shahi,Khim Sharma,2017-04-17 20:09:32,Active
10532,Safal Store,Kathmandu,Chabahil,General Distributors,Maijubahal E,Medium Traditional,Mini Mart,Jeevan Shahi,Khim Sharma,2017-04-03 20:01:23,Active
10205,Uma maheswor store,Kathmandu,Chabahil,General Distributors,Tusal Re E,Medium Traditional,Mini Mart,Sanjib Timalsina,Khim Sharma,2017-03-20 18:11:52,Active
10404,Namashivaya Store,Kathmandu,Chabahil,General Distributors,Tusal Re E,Small A Traditional,Beauty,Sanjib Timalsina,Khim Sharma,2017-03-20 18:35:26,Active
15016,Padam Cold Store,Kathmandu,Chabahil,General Distributors,Maijubahal E,Small A Traditional,Beauty,Jeevan Shahi,Khim Sharma,2017-04-17 20:07:30,Active
8320,Shiddhi Store,Valley,Thecho,Youbik Trade,Techo dhapakhel ya,Small A Traditional,Beauty,Dharmendra Ray Yadav,Laxman Maharjan,2017-05-10 18:22:52,Active
10573,Soju N Maju Store,Kathmandu,Chabahil,General Distributors,Maijubahal E,Medium Traditional,Mini Mart,Jeevan Shahi,Khim Sharma,2017-04-17 17:08:36,Active
15012,Sai baba Store,Kathmandu,Chabahil,General Distributors,Maijubahal E,Small A Traditional,Beauty,Jeevan Shahi,Khim Sharma,2017-03-06 18:45:16,Active
15011,Gurung Store,Kathmandu,Chabahil,General Distributors,Maijubahal E,Small A Traditional,Beauty,Jeevan Shahi,Khim Sharma,2017-02-06 20:18:54,Active
10592,Ram Store,Kathmandu,Chabahil,General Distributors,Maijubahal E,Medium Traditional,Mini Mart,Jeevan Shahi,Khim Sharma,2016-12-26 17:28:13,Active
8322,Hira Store,Valley,Thecho,Youbik Trade,Techo dhapakhel ya,Small A Traditional,Beauty,Dharmendra Ray Yadav,Laxman Maharjan,2017-05-10 18:12:38,Active
8324,Dinesh Cold Store,Valley,Thecho,Youbik Trade,Techo dhapakhel ya,Medium Traditional,Mini Mart,Dharmendra Ray Yadav,Laxman Maharjan,2017-05-10 18:22:15,Active
8329,Chapa Gau Oil Store,Valley,Thecho,Youbik Trade,Techo dhapakhel ya,Small A Traditional,Beauty,Dharmendra Ray Yadav,Laxman Maharjan,2017-03-08 17:26:30,Active
8321,Dharma Store,Valley,Thecho,Youbik Trade,Techo dhapakhel ya,Small A Traditional,Beauty,Dharmendra Ray Yadav,Laxman Maharjan,2017-04-05 17:53:21,Active
8323,V D C Store,Valley,Thecho,Youbik Trade,Techo dhapakhel ya,Small A Traditional,Beauty,Dharmendra Ray Yadav,Laxman Maharjan,2017-05-10 16:53:29,Active
8325,Jagat Kiran Pasal,Valley,Thecho,Youbik Trade,Techo dhapakhel ya,Small A Traditional,Beauty,Dharmendra Ray Yadav,Laxman Maharjan,2016-11-30 19:58:23,Active
8332,Gift And Fancy Shop,Valley,Thecho,Youbik Trade,Techo dhapakhel ya,Small A Traditional,Beauty,Dharmendra Ray Yadav,Laxman Maharjan,2017-05-10 17:24:40,Active
8333,Bhagwan Cosmetics And Fancy Store,Valley,Thecho,Youbik Trade,Techo dhapakhel ya,Small A Traditional,Beauty,Dharmendra Ray Yadav,Laxman Maharjan,2017-03-08 17:48:59,Active
8835,Krishna Bhakta Store,Valley,Thecho,Youbik Trade,Techo dhapakhel ya,Small A Traditional,Beauty,Dharmendra Ray Yadav,Laxman Maharjan,2017-04-05 19:24:35,Active
8062,Rita Cosmetics,Valley,Thecho,Youbik Trade,Techo dhapakhel ya,Small A Traditional,Beauty,Dharmendra Ray Yadav,Laxman Maharjan,2017-03-22 18:36:04,Active
8328,Ramesh Store,Valley,Thecho,Youbik Trade,Techo dhapakhel ya,Small A Traditional,Beauty,Dharmendra Ray Yadav,Laxman Maharjan,2017-05-10 18:41:37,Active
8708,Sano Store,Valley,Thecho,Youbik Trade,Techo dhapakhel ya,Small A Traditional,Beauty,Dharmendra Ray Yadav,Laxman Maharjan,2017-05-10 18:23:23,Active
8699,Thecho Shopping Center,Valley,Thecho,Youbik Trade,Techo dhapakhel ya,Medium Traditional,Mini Mart,Dharmendra Ray Yadav,Laxman Maharjan,2017-05-10 20:46:12,Active
7870,Nigam Store,Valley,Thecho,Youbik Trade,Techo dhapakhel ya,Medium Traditional,Mini Mart,Dharmendra Ray Yadav,Laxman Maharjan,2017-04-05 19:09:51,Active
8701,Nepon Store,Valley,Thecho,Youbik Trade,Techo dhapakhel ya,Medium Traditional,Mini Mart,Dharmendra Ray Yadav,Laxman Maharjan,2017-05-10 17:01:26,Active
8832,Ramopinda Store,Valley,Thecho,Youbik Trade,Techo dhapakhel ya,Small A Traditional,Beauty,Dharmendra Ray Yadav,Laxman Maharjan,2017-05-10 17:55:30,Active
7887,Santa Store,Valley,Thecho,Youbik Trade,Techo dhapakhel ya,Medium Traditional,Mini Mart,Dharmendra Ray Yadav,Laxman Maharjan,2017-03-08 19:35:48,Active
7881,Astha Kirana Pasal,Valley,Thecho,Youbik Trade,Techo dhapakhel ya,Small A Traditional,Beauty,Dharmendra Ray Yadav,Laxman Maharjan,2016-12-14 19:02:41,Active
7810,Sahistha Store,Valley,Thecho,Youbik Trade,Techo dhapakhel ya,Small A Traditional,Beauty,Dharmendra Ray Yadav,Laxman Maharjan,2017-02-15 20:51:47,Active
7789,Pawan Store,Valley,Thecho,Youbik Trade,Techo dhapakhel ya,Small A Traditional,Beauty,Dharmendra Ray Yadav,Laxman Maharjan,2017-05-10 18:44:32,Active
8831,Hirabahadur Store,Valley,Thecho,Youbik Trade,Techo dhapakhel ya,Small A Traditional,Beauty,Dharmendra Ray Yadav,Laxman Maharjan,2017-03-22 19:37:20,Active
8830,Santuraj Store,Valley,Thecho,Youbik Trade,Techo dhapakhel ya,Small A Traditional,Beauty,Dharmendra Ray Yadav,Laxman Maharjan,2017-04-05 19:41:35,Active
8522,Kiran Beauty Parlour,Valley,Thecho,Youbik Trade,Techo dhapakhel ya,Small A Traditional,Beauty,Dharmendra Ray Yadav,Laxman Maharjan,2017-01-18 19:39:16,Active
9959,Radha krishna store,Kathmandu,Chabahil,General Distributors,Gaurighat Ganesr-Mandir E,Medium Traditional,Mini Mart,Regan Regmi,Khim Sharma,2017-05-15 10:06:45,Active
9957,Guruchela cold store,Kathmandu,Chabahil,General Distributors,Gaurighat Ganesr-Mandir E,Small A Traditional,Beauty,Regan Regmi,Khim Sharma,2017-05-15 09:54:23,Active
10034,Jamaka Vate Store,Kathmandu,Chabahil,General Distributors,Gaurighat Ganesr-Mandir E,Small A Traditional,Beauty,Regan Regmi,Khim Sharma,2017-05-15 10:01:08,Active
10033,Neupane Store,Kathmandu,Chabahil,General Distributors,Gaurighat Ganesr-Mandir E,Small A Traditional,Beauty,Regan Regmi,Khim Sharma,2017-04-17 17:42:45,Active
10197,Bindya basini store,Kathmandu,Chabahil,General Distributors,Gaurighat Ganesr-Mandir E,Small A Traditional,Beauty,Regan Regmi,Khim Sharma,2017-03-06 16:20:37,Active
10045,Guyasori Kirana,Kathmandu,Chabahil,General Distributors,Gaurighat Ganesr-Mandir E,Small A Traditional,Beauty,Regan Regmi,Khim Sharma,2017-05-15 10:02:58,Active
10038,Suresh Kirana,Kathmandu,Chabahil,General Distributors,Gaurighat Ganesr-Mandir E,Medium Traditional,Mini Mart,Regan Regmi,Khim Sharma,2017-03-06 18:40:33,Active
10027,Murale Store,Kathmandu,Chabahil,General Distributors,Gaurighat Ganesr-Mandir E,Small A Traditional,Beauty,Regan Regmi,Khim Sharma,2017-04-03 19:30:16,Active
10119,Maharjan cold store,Kathmandu,Chabahil,General Distributors,Gaurighat Ganesr-Mandir E,Small A Traditional,Beauty,Regan Regmi,Khim Sharma,2017-05-15 10:04:49,Active
10624,New Store,Kathmandu,Chabahil,General Distributors,Gaurighat Ganesr-Mandir E,Small A Traditional,Beauty,Regan Regmi,Khim Sharma,2017-05-15 09:54:23,Active
10621,Davi Store,Kathmandu,Chabahil,General Distributors,Gaurighat Ganesr-Mandir E,Small A Traditional,Beauty,Regan Regmi,Khim Sharma,2017-04-03 19:37:50,Active
10619,Jagat Store,Kathmandu,Chabahil,General Distributors,Gaurighat Ganesr-Mandir E,Small A Traditional,Beauty,Regan Regmi,Khim Sharma,2017-04-17 18:55:00,Active
10620,Bishnu Cold Store,Kathmandu,Chabahil,General Distributors,Gaurighat Ganesr-Mandir E,Small A Traditional,Beauty,Regan Regmi,Khim Sharma,2017-05-15 10:06:13,Active
10644,Dungana Store,Kathmandu,Chabahil,General Distributors,Gaurighat Ganesr-Mandir E,Small A Traditional,Beauty,Regan Regmi,Khim Sharma,2017-05-15 09:57:47,Active
10646,Gurung Store,Kathmandu,Chabahil,General Distributors,Gaurighat Ganesr-Mandir E,Small A Traditional,Beauty,Regan Regmi,Khim Sharma,2017-05-15 10:08:07,Active
10649,P Enterprises Store,Kathmandu,Chabahil,General Distributors,Gaurighat Ganesr-Mandir E,Medium Traditional,Mini Mart,Regan Regmi,Khim Sharma,2017-05-15 09:58:29,Active
10641,Jenesh Store,Kathmandu,Chabahil,General Distributors,Gaurighat Ganesr-Mandir E,Medium Traditional,Mini Mart,Regan Regmi,Khim Sharma,2017-05-15 09:57:47,Active
10398,Peja Store,Kathmandu,Chabahil,General Distributors,Tusal Re E,Small A Traditional,Beauty,Sanjib Timalsina,Khim Sharma,2017-03-20 15:13:23,Active
10134,Akriti store,Kathmandu,Chabahil,General Distributors,Tusal Re E,Small A Traditional,Beauty,Sanjib Timalsina,Khim Sharma,2017-03-20 18:34:57,Active
10131,Birendra store,Kathmandu,Chabahil,General Distributors,Tusal Re E,Medium Traditional,Mini Mart,Sanjib Timalsina,Khim Sharma,2017-03-20 18:12:45,Active
10397,Dhurba Kirana,Kathmandu,Chabahil,General Distributors,Tusal Re E,Small A Traditional,Beauty,Sanjib Timalsina,Khim Sharma,2016-12-12 18:27:15,Active
10125,Purnima store,Kathmandu,Chabahil,General Distributors,Tusal Re E,Small A Traditional,Beauty,Sanjib Timalsina,Khim Sharma,2017-02-20 20:56:14,Active
10371,Dinesh Store,Kathmandu,Chabahil,General Distributors,Tusal Re E,Medium Traditional,Mini Mart,Sanjib Timalsina,Khim Sharma,2017-03-20 17:20:38,Active
10259,Kavreli Safal Store,Kathmandu,Chabahil,General Distributors,Tusal Re E,Small A Traditional,Beauty,Sanjib Timalsina,Khim Sharma,2017-03-20 17:18:36,Active
10520,Maya Kirana Store,Kathmandu,Chabahil,General Distributors,Tusal Re E,Small A Traditional,Beauty,Sanjib Timalsina,Khim Sharma,2017-03-20 18:34:22,Active
10515,Santi Store,Kathmandu,Chabahil,General Distributors,Tusal Re E,Small A Traditional,Beauty,Sanjib Timalsina,Khim Sharma,2017-01-09 17:48:11,Active
10508,Shankar Store,Kathmandu,Chabahil,General Distributors,Tusal Re E,Small A Traditional,Beauty,Sanjib Timalsina,Khim Sharma,2017-03-20 18:30:16,Active
10469,Nepal Store,Kathmandu,Chabahil,General Distributors,Tusal Re E,Small A Traditional,Beauty,Sanjib Timalsina,Khim Sharma,2017-03-20 18:32:20,Active
10476,Puja Store,Kathmandu,Chabahil,General Distributors,Tusal Re E,Small A Traditional,Beauty,Sanjib Timalsina,Khim Sharma,2017-02-20 21:01:40,Active
10472,Ranabahadur Store,Kathmandu,Chabahil,General Distributors,Tusal Re E,Small A Traditional,Beauty,Sanjib Timalsina,Khim Sharma,2017-01-23 19:20:15,Active
10482,Muna Store,Kathmandu,Chabahil,General Distributors,Tusal Re E,Small A Traditional,Beauty,Sanjib Timalsina,Khim Sharma,2016-11-28 18:31:18,Active
14989,Sita Cold Store,Kathmandu,Chabahil,General Distributors,Tusal Re E,Small A Traditional,Beauty,Sanjib Timalsina,Khim Sharma,2017-03-20 18:33:19,Active
10567,Arun Store,Kathmandu,Chabahil,General Distributors,Tusal Re E,Small A Traditional,Beauty,Sanjib Timalsina,Khim Sharma,2017-03-20 18:31:30,Active
10595,Adhakari Store,Kathmandu,Chabahil,General Distributors,Tusal Re E,Small A Traditional,Beauty,Sanjib Timalsina,Khim Sharma,2017-03-06 19:05:50,Active
10596,Candy Store,Kathmandu,Chabahil,General Distributors,Tusal Re E,Small A Traditional,Beauty,Sanjib Timalsina,Khim Sharma,2016-12-12 18:27:55,Active
10626,Sajena Store,Kathmandu,Chabahil,General Distributors,Tusal Re E,Small A Traditional,Beauty,Sanjib Timalsina,Khim Sharma,2017-03-06 19:04:30,Active
10627,Sawita Store,Kathmandu,Chabahil,General Distributors,Tusal Re E,Small A Traditional,Beauty,Sanjib Timalsina,Khim Sharma,2017-03-06 18:59:39,Active
10612,Tamang Store,Kathmandu,Chabahil,General Distributors,Tusal Re E,Medium Traditional,Mini Mart,Sanjib Timalsina,Khim Sharma,2017-03-20 18:30:53,Active
10614,Tulasa Store,Kathmandu,Chabahil,General Distributors,Tusal Re E,Small A Traditional,Beauty,Sanjib Timalsina,Khim Sharma,2017-03-06 19:09:44,Active
10605,Shrepa Store,Kathmandu,Chabahil,General Distributors,Tusal Re E,Small A Traditional,Beauty,Sanjib Timalsina,Khim Sharma,2017-01-09 17:54:07,Active
10610,Ashok Store,Kathmandu,Chabahil,General Distributors,Tusal Re E,Medium Traditional,Mini Mart,Sanjib Timalsina,Khim Sharma,2016-12-26 18:03:58,Active
10637,Home Store,Kathmandu,Chabahil,General Distributors,Dibya Smata E1,Large A Traditional,Traditional,Bipin Yadav,Khim Sharma,2017-03-21 17:09:39,Active
10638,Dolakha Store,Kathmandu,Chabahil,General Distributors,Dibya Smata E1,Small A Traditional,Beauty,Bipin Yadav,Khim Sharma,2017-05-16 09:29:02,Active
10639,Aashis Store,Kathmandu,Chabahil,General Distributors,Dibya Smata E1,Small A Traditional,Beauty,Bipin Yadav,Khim Sharma,2017-05-16 09:23:19,Active
10746,Goma Store,Kathmandu,Chabahil,General Distributors,Dibya Smata E1,Medium Traditional,Mini Mart,Bipin Yadav,Khim Sharma,2017-05-16 09:11:53,Active
10679,Lama Store,Kathmandu,Chabahil,General Distributors,Dibya Smata E1,Small A Traditional,Beauty,Bipin Yadav,Khim Sharma,2017-05-16 09:29:02,Active
10682,Shiva Shakti Kirana Store,Kathmandu,Chabahil,General Distributors,Dibya Smata E1,Medium Traditional,Mini Mart,Bipin Yadav,Khim Sharma,2017-05-16 09:24:30,Active
10685,J P Kirana  and  Cold Store,Kathmandu,Chabahil,General Distributors,Dibya Smata E1,Small A Traditional,Beauty,Bipin Yadav,Khim Sharma,2017-05-16 09:23:19,Active
10925,Panchamukhi Kirana Store,Kathmandu,Chabahil,General Distributors,Dibya Smata E1,Medium Traditional,Mini Mart,Bipin Yadav,Khim Sharma,2017-05-16 09:19:20,Active
10985,Moktan Cold Store,Kathmandu,Chabahil,General Distributors,Dibya Smata E1,Medium Traditional,Mini Mart,Bipin Yadav,Khim Sharma,2017-05-16 09:25:46,Active
10978,Sagarmatha Store,Kathmandu,Chabahil,General Distributors,Dibya Smata E1,Small A Traditional,Beauty,Bipin Yadav,Khim Sharma,2017-05-16 09:29:02,Active
10968,Dhungana Store,Kathmandu,Chabahil,General Distributors,Dibya Smata E1,Small A Traditional,Beauty,Bipin Yadav,Khim Sharma,2017-05-16 09:33:33,Active
10960,Kabita Kirana Pasal,Kathmandu,Chabahil,General Distributors,Dibya Smata E1,Small A Traditional,Beauty,Bipin Yadav,Khim Sharma,2017-05-16 09:44:37,Active
10957,Sarana Store,Kathmandu,Chabahil,General Distributors,Dibya Smata E1,Small A Traditional,Beauty,Bipin Yadav,Khim Sharma,2017-05-16 09:41:58,Active
10922,S S R Store,Kathmandu,Chabahil,General Distributors,Dibya Smata E1,Medium Traditional,Mini Mart,Bipin Yadav,Khim Sharma,2017-05-16 09:32:20,Active
10927,Rabin Store,Kathmandu,Chabahil,General Distributors,Dibya Smata E1,Medium Traditional,Mini Mart,Bipin Yadav,Khim Sharma,2017-05-02 17:54:26,Active
11733,Rajsi Cold Store,Kathmandu,Chabahil,General Distributors,Dibya Smata E1,Medium Traditional,Mini Mart,Bipin Yadav,Khim Sharma,2017-05-16 09:43:45,Active
11735,Lalit Cold Store,Kathmandu,Chabahil,General Distributors,Dibya Smata E1,Small A Traditional,Beauty,Bipin Yadav,Khim Sharma,2017-05-16 09:47:36,Active
10932,Basanti Store,Kathmandu,Chabahil,General Distributors,Dibya Smata E1,Small A Traditional,Beauty,Bipin Yadav,Khim Sharma,2017-05-02 18:02:47,Active
10664,Radhika Store,Kathmandu,Chabahil,General Distributors,Dibya Smata E1,Small A Traditional,Beauty,Bipin Yadav,Khim Sharma,2017-05-02 18:01:16,Active
10658,Minakxi Store,Kathmandu,Chabahil,General Distributors,Dibya Smata E1,Small A Traditional,Beauty,Bipin Yadav,Khim Sharma,2017-05-02 17:56:57,Active
10654,S T Store,Kathmandu,Chabahil,General Distributors,Dibya Smata E1,Medium Traditional,Mini Mart,Bipin Yadav,Khim Sharma,2017-05-16 09:23:19,Active
11019,Anjila Store,Kathmandu,Chabahil,General Distributors,Dibya Smata E1,Small A Traditional,Beauty,Bipin Yadav,Khim Sharma,2017-01-10 19:19:13,Active
11074,Rudra Cold Store,Kathmandu,Chabahil,General Distributors,Dibya Smata E1,Small A Traditional,Beauty,Bipin Yadav,Khim Sharma,2017-03-07 19:45:48,Active
11075,Subash Store,Kathmandu,Chabahil,General Distributors,Dibya Smata E1,Medium Traditional,Mini Mart,Bipin Yadav,Khim Sharma,2017-01-10 16:46:19,Active
11073,Prabesh Store,Kathmandu,Chabahil,General Distributors,Dibya Smata E1,Medium Traditional,Mini Mart,Bipin Yadav,Khim Sharma,2017-05-16 09:45:56,Active
11076,Ranjana Khadhya And Kirana Store,Kathmandu,Chabahil,General Distributors,Dibya Smata E1,Small A Traditional,Beauty,Bipin Yadav,Khim Sharma,2017-05-02 17:59:14,Active
11078,Okhaldhunga Store,Kathmandu,Chabahil,General Distributors,Dibya Smata E1,Small A Traditional,Beauty,Bipin Yadav,Khim Sharma,2017-02-07 20:40:13,Active
10771,Maya Store,Kathmandu,Chabahil,General Distributors,BIpul2   E1,Medium Traditional,Mini Mart,Jeevan Shahi,Khim Sharma,2017-05-02 16:48:51,Active
10754,Puskar Store,Kathmandu,Chabahil,General Distributors,BIpul2   E1,Small A Traditional,Beauty,Jeevan Shahi,Khim Sharma,2017-02-07 20:15:18,Active
10721,Saraswoti Store,Kathmandu,Chabahil,General Distributors,BIpul2   E1,Medium Traditional,Mini Mart,Jeevan Shahi,Khim Sharma,2017-05-02 15:44:04,Active
10671,Khusi Store,Kathmandu,Chabahil,General Distributors,BIpul2   E1,Small A Traditional,Beauty,Jeevan Shahi,Khim Sharma,2017-05-02 16:48:51,Active
10663,Jagat Kirana,Kathmandu,Chabahil,General Distributors,BIpul2   E1,Small A Traditional,Beauty,Jeevan Shahi,Khim Sharma,2017-02-07 20:03:06,Active
10655,Sudip Store,Kathmandu,Chabahil,General Distributors,BIpul2   E1,Small A Traditional,Beauty,Jeevan Shahi,Khim Sharma,2017-05-02 17:26:28,Active
10653,Rishi Cold Store,Kathmandu,Chabahil,General Distributors,BIpul2   E1,Small A Traditional,Beauty,Jeevan Shahi,Khim Sharma,2017-05-02 17:56:28,Active
10748,Gauri Store,Kathmandu,Chabahil,General Distributors,BIpul2   E1,Small A Traditional,Beauty,Jeevan Shahi,Khim Sharma,2017-04-04 19:04:22,Active
10712,Laxmi Store,Kathmandu,Chabahil,General Distributors,BIpul2   E1,Medium Traditional,Mini Mart,Jeevan Shahi,Khim Sharma,2017-05-02 18:29:18,Active
17877,Pranil Store,Kathmandu,Samakhusi,Om Devaya Trade Concern,Samakhusi-I,Medium Traditional,Mini Mart,Avinash Chaudhary,Bishal Thapa,2017-05-16 07:00:15,Active
10740,Jalopa Kirana Store,Kathmandu,Chabahil,General Distributors,BIpul2   E1,Medium Traditional,Mini Mart,Jeevan Shahi,Khim Sharma,2017-04-04 19:04:22,Active
10735,Robin Store,Kathmandu,Chabahil,General Distributors,BIpul2   E1,Medium Traditional,Mini Mart,Jeevan Shahi,Khim Sharma,2017-05-02 18:29:18,Active
10940,Ashma Sangam Store,Kathmandu,Chabahil,General Distributors,BIpul2   E1,Medium Traditional,Mini Mart,Jeevan Shahi,Khim Sharma,2017-05-02 18:29:18,Active
18666,Sagina Cold Store,Kathmandu,Samakhusi,Om Devaya Trade Concern,Samakhusi-I,Small A Traditional,Beauty,Avinash Chaudhary,Bishal Thapa,2017-01-02 19:56:53,Active
18465,DRB Cold Store,Kathmandu,Samakhusi,Om Devaya Trade Concern,Samakhusi-I,Small A Traditional,Beauty,Avinash Chaudhary,Bishal Thapa,2017-03-28 19:08:47,Active
11721,Satasaheb Kirana Pasal,Kathmandu,Chabahil,General Distributors,BIpul2   E1,Small A Traditional,Beauty,Jeevan Shahi,Khim Sharma,2017-04-04 19:06:59,Active
22485,Sagar Cold Store,Kathmandu,Samakhusi,Om Devaya Trade Concern,Samakhusi-I,Small A Traditional,Beauty,Avinash Chaudhary,Bishal Thapa,2017-05-16 11:25:51,Active
18461,Lamsal Kirana Store,Kathmandu,Samakhusi,Om Devaya Trade Concern,Samakhusi-I,Small A Traditional,Beauty,Avinash Chaudhary,Bishal Thapa,2017-04-05 18:12:58,Active
17900,Sunita  and binita Store,Kathmandu,Samakhusi,Om Devaya Trade Concern,Samakhusi-I,Medium Traditional,Mini Mart,Avinash Chaudhary,Bishal Thapa,2017-05-16 07:30:30,Active
17927,Partik Store,Kathmandu,Samakhusi,Om Devaya Trade Concern,Samakhusi-I,Small A Traditional,Beauty,Avinash Chaudhary,Bishal Thapa,2017-05-16 08:23:12,Active
17944,Bipin Store,Kathmandu,Samakhusi,Om Devaya Trade Concern,Samakhusi-I,Small A Traditional,Beauty,Avinash Chaudhary,Bishal Thapa,2017-04-20 18:08:30,Active
18504,Bhuban Store,Kathmandu,Samakhusi,Om Devaya Trade Concern,Samakhusi-I,Small A Traditional,Beauty,Avinash Chaudhary,Bishal Thapa,2017-04-05 19:03:13,Active
18510,Kamala Store,Kathmandu,Samakhusi,Om Devaya Trade Concern,Samakhusi-I,Small A Traditional,Beauty,Avinash Chaudhary,Bishal Thapa,2017-05-16 08:43:03,Active
18506,Regmi Store,Kathmandu,Samakhusi,Om Devaya Trade Concern,Samakhusi-I,Medium Traditional,Mini Mart,Avinash Chaudhary,Bishal Thapa,2017-02-14 23:39:12,Active
18519,Anita Store,Kathmandu,Samakhusi,Om Devaya Trade Concern,Samakhusi-I,Small A Traditional,Beauty,Avinash Chaudhary,Bishal Thapa,2017-05-02 18:13:19,Active
10688,Goma Store,Kathmandu,Chabahil,General Distributors,BIpul2   E1,Small A Traditional,Beauty,Jeevan Shahi,Khim Sharma,2017-05-02 19:02:34,Active
10667,Devi Store,Kathmandu,Chabahil,General Distributors,BIpul2   E1,Small A Traditional,Beauty,Jeevan Shahi,Khim Sharma,2016-10-25 16:44:15,Active
10673,Satya Shai Store,Kathmandu,Chabahil,General Distributors,BIpul2   E1,Small A Traditional,Beauty,Jeevan Shahi,Khim Sharma,2017-05-02 19:17:28,Active
18173,Nirmala Store,Kathmandu,Samakhusi,Om Devaya Trade Concern,Samakhusi-I,Small A Traditional,Beauty,Avinash Chaudhary,Bishal Thapa,2017-05-16 08:49:43,Active
11386,Mission Store,Kathmandu,Chabahil,General Distributors,BIpul2   E1,Small A Traditional,Beauty,Jeevan Shahi,Khim Sharma,2017-02-07 20:21:17,Active
11387,Bikash  Store,Kathmandu,Chabahil,General Distributors,BIpul2   E1,Small A Traditional,Beauty,Jeevan Shahi,Khim Sharma,2017-05-02 19:18:21,Active
11389,Tara Store,Kathmandu,Chabahil,General Distributors,BIpul2   E1,Small A Traditional,Beauty,Jeevan Shahi,Khim Sharma,2017-04-18 18:23:14,Active
11392,Simram Store,Kathmandu,Chabahil,General Distributors,BIpul2   E1,Small A Traditional,Beauty,Jeevan Shahi,Khim Sharma,2017-04-18 19:50:27,Active
11018,Mainali Store,Kathmandu,Chabahil,General Distributors,BIpul2   E1,Small A Traditional,Beauty,Jeevan Shahi,Khim Sharma,2017-04-18 19:50:27,Active
22475,Janaki Store,Kathmandu,Samakhusi,Om Devaya Trade Concern,Samakhusi-I,Medium Traditional,Mini Mart,Avinash Chaudhary,Bishal Thapa,2017-04-11 19:19:25,Active
11021,Laxmi Cold Store,Kathmandu,Chabahil,General Distributors,BIpul2   E1,Small A Traditional,Beauty,Jeevan Shahi,Khim Sharma,2017-04-18 19:50:27,Active
18038,Jayaswal Paan Pasal,Kathmandu,Samakhusi,Om Devaya Trade Concern,Samakhusi-I,Small A Traditional,Beauty,Avinash Chaudhary,Bishal Thapa,2017-04-11 19:19:25,Active
17970,Ranidebi Mata Pasal,Kathmandu,Samakhusi,Om Devaya Trade Concern,Samakhusi-I,Small A Traditional,Beauty,Avinash Chaudhary,Bishal Thapa,2017-04-11 19:19:25,Active
17968,Sunil Store,Kathmandu,Samakhusi,Om Devaya Trade Concern,Samakhusi-I,Small A Traditional,Beauty,Avinash Chaudhary,Bishal Thapa,2017-04-11 19:19:25,Active
18177,Shayanjali Magar Cold Store,Kathmandu,Samakhusi,Om Devaya Trade Concern,Samakhusi-I,Medium Traditional,Mini Mart,Avinash Chaudhary,Bishal Thapa,2017-03-28 19:52:36,Active
18175,Sanjib Store,Kathmandu,Samakhusi,Om Devaya Trade Concern,Samakhusi-I,Small A Traditional,Beauty,Avinash Chaudhary,Bishal Thapa,2017-01-02 20:00:25,Active
18059,Gorkhali Store,Kathmandu,Samakhusi,Om Devaya Trade Concern,Samakhusi-I,Small A Traditional,Beauty,Avinash Chaudhary,Bishal Thapa,2017-05-16 09:08:39,Active
10763,Mitrasari Store,Kathmandu,Chabahil,General Distributors,Bipulchok Nayabasti E1,Small A Traditional,Beauty,Regan Regmi,Khim Sharma,2017-05-16 04:36:15,Active
10778,K P St Store,Kathmandu,Chabahil,General Distributors,Bipulchok Nayabasti E1,Small A Traditional,Beauty,Regan Regmi,Khim Sharma,2017-05-16 04:44:45,Active
10799,Laxmi Store,Kathmandu,Chabahil,General Distributors,Bipulchok Nayabasti E1,Small A Traditional,Beauty,Regan Regmi,Khim Sharma,2017-05-16 05:02:33,Active
10846,Pemba Store,Kathmandu,Chabahil,General Distributors,Bipulchok Nayabasti E1,Small A Traditional,Beauty,Regan Regmi,Khim Sharma,2017-05-16 05:26:22,Active
18029,Prenish Cold Store,Kathmandu,Samakhusi,Om Devaya Trade Concern,Kapurdhara-O,Medium Traditional,Mini Mart,Avinash Chaudhary,Bishal Thapa,2017-05-09 22:16:15,Active
18841,Garima Store,Kathmandu,Samakhusi,Om Devaya Trade Concern,Kapurdhara-O,Small A Traditional,Beauty,Avinash Chaudhary,Bishal Thapa,2017-04-04 18:26:50,Active
22606,Shyam Store,Kathmandu,Samakhusi,Om Devaya Trade Concern,Kapurdhara-O,Medium Traditional,Mini Mart,Avinash Chaudhary,Bishal Thapa,2017-05-09 22:18:13,Active
11050,Sainju Store,Kathmandu,Chabahil,General Distributors,Bipulchok Nayabasti E1,Small A Traditional,Beauty,Regan Regmi,Khim Sharma,2017-05-16 06:33:08,Active
